Order_ID,Date,Plant_ID,Plant_Name,Plant_Capacity,Remaining Inventory level,Distribution_Center_ID,Distribution_Center_Name,Demand,Supply,Unit_Cost,Quantity_Shipped,Shipping_Cost,Fulfillment_Status,Demand_Surplus,Demand_Surplus_Status
94,2024-01-18,P2,Plant B,2459,1434,DC1,Distribution Center 1,1025,1025,5.16,1025,5289.0,Fulfilled,0,Filled
95,2024-01-18,P2,Plant B,2459,586,DC2,Distribution Center 2,848,848,3.98,848,3375.04,Fulfilled,0,Filled
96,2024-01-18,P2,Plant B,2459,0,DC3,Distribution Center 3,844,586,4.86,586,2847.96,Fulfilled,258,Partially Filled
97,2024-01-19,P1,Plant A,2493,1459,DC1,Distribution Center 1,1034,1034,6.16,1034,6369.4400000000005,Fulfilled,0,Filled
98,2024-01-19,P1,Plant A,2493,883,DC2,Distribution Center 2,576,576,4.57,576,2632.32,Fulfilled,0,Filled
99,2024-01-19,P1,Plant A,2493,0,DC3,Distribution Center 3,1184,883,5.12,883,4520.96,Fulfilled,301,Partially Filled
100,2024-01-19,P2,Plant B,2982,2521,DC1,Distribution Center 1,461,461,4.22,461,1945.4199999999998,Fulfilled,0,Filled
101,2024-01-19,P2,Plant B,2982,1447,DC2,Distribution Center 2,1315,1074,5.5,1074,5907.0,Fulfilled,241,Partially Filled
102,2024-01-19,P2,Plant B,2982,145,DC3,Distribution Center 3,1302,1302,5.52,1302,7187.039999999999,Fulfilled,0,Filled
103,2024-01-20,P1,Plant A,1833,654,DC1,Distribution Center 1,1179,1179,3.91,1179,4609.89,Fulfilled,0,Filled
104,2024-01-20,P1,Plant A,1833,0,DC2,Distribution Center 2,1028,654,5.76,654,3767.04,Fulfilled,374,Partially Filled
105,2024-01-20,P2,Plant B,2556,1412,DC1,Distribution Center 1,1144,1144,4.02,1144,4598.879999999999,Fulfilled,0,Filled
106,2024-01-20,P2,Plant B,2556,18,DC2,Distribution Center 2,1437,1394,5.45,1394,7597.3,Fulfilled,43,Partially Filled
107,2024-01-20,P2,Plant B,2556,0,DC3,Distribution Center 3,1159,18,4.47,18,80.46,Fulfilled,1141,Partially Filled
108,2024-01-21,P1,Plant A,2664,1663,DC1,Distribution Center 1,1001,1001,4.01,1001,4014.0099999999998,Fulfilled,0,Filled
109,2024-01-21,P1,Plant A,2664,933,DC2,Distribution Center 2,730,730,3.92,730,2861.6,Fulfilled,0,Filled
110,2024-01-21,P1,Plant A,2664,136,DC3,Distribution Center 3,797,797,4.37,797,3482.89,Fulfilled,0,Filled
111,2024-01-21,P2,Plant B,2452,1138,DC1,Distribution Center 1,1314,1314,4.65,1314,6110.1,Fulfilled,0,Filled
112,2024-01-21,P2,Plant B,2452,77,DC2,Distribution Center 2,1074,1061,5.25,1061,5570.25,Fulfilled,13,Partially Filled
113,2024-01-21,P2,Plant B,2452,0,DC3,Distribution Center 3,1034,77,4.43,77,341.10999999999996,Partially Fulfilled,957,Partially Filled
114,2024-01-22,P1,Plant A,2241,1730,DC1,Distribution Center 1,511,511,5.39,511,2754.29,Fulfilled,0,Filled
115,2024-01-22,P1,Plant A,2241,1001,DC2,Distribution Center 2,729,729,4.79,729,3491.91,Fulfilled,0,Filled
116,2024-01-22,P1,Plant A,2241,28,DC3,Distribution Center 3,1331,973,5.4,973,5254.200000000001,Fulfilled,358,Partially Filled
117,2024-01-22,P2,Plant B,1688,437,DC1,Distribution Center 1,1251,1251,4.41,1251,5516.91,Fulfilled,0,Filled
118,2024-01-22,P2,Plant B,1688,0,DC2,Distribution Center 2,894,437,5.51,437,2407.87,Fulfilled,457,Partially Filled
119,2024-01-23,P1,Plant A,2618,1935,DC1,Distribution Center 1,683,683,5.18,683,3537.9399999999996,Fulfilled,0,Filled
120,2024-01-23,P1,Plant A,2618,889,DC2,Distribution Center 2,1459,1046,4.57,1046,4780.22,Fulfilled,413,Partially Filled
121,2024-01-23,P1,Plant A,2618,0,DC3,Distribution Center 3,1258,889,4.47,889,3973.83,Fulfilled,369,Partially Filled
122,2024-01-23,P2,Plant B,1602,653,DC1,Distribution Center 1,1205,949,5.94,949,5637.06,Fulfilled,256,Partially Filled
123,2024-01-23,P2,Plant B,1602,0,DC2,Distribution Center 2,1376,653,4.49,653,2931.9700000000003,Fulfilled,723,Partially Filled
124,2024-01-24,P1,Plant A,2961,1526,DC1,Distribution Center 1,1435,1435,5.45,1435,7820.75,Fulfilled,0,Filled
125,2024-01-24,P1,Plant A,2961,740,DC2,Distribution Center 2,786,786,5.13,786,4032.18,Fulfilled,0,Filled
126,2024-01-24,P1,Plant A,2961,0,DC3,Distribution Center 3,1123,740,5.48,740,4055.2000000000003,Fulfilled,383,Partially Filled
127,2024-01-24,P2,Plant B,1670,295,DC1,Distribution Center 1,1375,1375,5.6,1375,7699.999999999999,Fulfilled,0,Filled
128,2024-01-24,P2,Plant B,1670,0,DC2,Distribution Center 2,1086,295,4.93,295,1454.35,Fulfilled,791,Partially Filled
129,2024-01-25,P1,Plant A,2709,1878,DC1,Distribution Center 1,831,831,5.3,831,4404.3,Fulfilled,0,Filled
130,2024-01-25,P1,Plant A,2709,801,DC2,Distribution Center 2,1077,1077,4.71,1077,5072.67,Fulfilled,0,Filled
131,2024-01-25,P1,Plant A,2709,251,DC3,Distribution Center 3,550,550,5.55,550,3052.5,Fulfilled,0,Filled
132,2024-01-25,P2,Plant B,3050,1585,DC1,Distribution Center 1,1528,1465,5.8,1465,8497.0,Fulfilled,63,Partially Filled
133,2024-01-25,P2,Plant B,3050,837,DC2,Distribution Center 2,748,748,5.08,748,3799.84,Fulfilled,0,Filled
134,2024-01-25,P2,Plant B,3050,0,DC3,Distribution Center 3,1482,837,4.19,837,3507.03,Fulfilled,645,Partially Filled
135,2024-01-26,P1,Plant A,1517,930,DC1,Distribution Center 1,587,587,4.76,587,2794.12,Fulfilled,0,Filled
136,2024-01-26,P1,Plant A,1517,26,DC2,Distribution Center 2,904,904,5.84,904,5279.36,Fulfilled,0,Filled
137,2024-01-26,P1,Plant A,1517,0,DC3,Distribution Center 3,645,26,6.13,26,159.38,Fulfilled,619,Partially Filled
138,2024-01-26,P2,Plant B,1293,129,DC1,Distribution Center 1,1290,1164,4.03,1164,4690.92,Fulfilled,126,Partially Filled
139,2024-01-26,P2,Plant B,1293,0,DC2,Distribution Center 2,1487,129,4.32,129,557.2800000000001,Fulfilled,1358,Partially Filled
140,2024-01-27,P1,Plant A,1777,526,DC1,Distribution Center 1,1421,1251,4.79,1251,5992.29,Fulfilled,170,Partially Filled
141,2024-01-27,P1,Plant A,1777,0,DC2,Distribution Center 2,622,526,4.97,526,2614.22,Fulfilled,96,Partially Filled
142,2024-01-27,P2,Plant B,2183,1399,DC1,Distribution Center 1,784,784,4.98,784,3904.32,Fulfilled,0,Filled
143,2024-01-27,P2,Plant B,2183,145,DC2,Distribution Center 2,1254,1254,5.48,1254,6871.920000000001,Fulfilled,0,Filled
144,2024-01-27,P2,Plant B,2183,0,DC3,Distribution Center 3,1028,145,4.38,145,635.1,Fulfilled,883,Partially Filled
145,2024-01-28,P1,Plant A,1562,890,DC1,Distribution Center 1,672,672,4.04,672,2714.88,Fulfilled,0,Filled
146,2024-01-28,P1,Plant A,1562,0,DC2,Distribution Center 2,1113,890,3.98,890,3542.2,Fulfilled,223,Partially Filled
147,2024-01-28,P2,Plant B,1845,1327,DC1,Distribution Center 1,518,518,4.22,518,2185.96,Fulfilled,0,Filled
148,2024-01-28,P2,Plant B,1845,643,DC2,Distribution Center 2,684,684,4.34,684,2968.56,Fulfilled,0,Filled
149,2024-01-28,P2,Plant B,1845,0,DC3,Distribution Center 3,1275,643,4.99,643,3208.57,Fulfilled,632,Partially Filled
150,2024-01-29,P1,Plant A,2913,1866,DC1,Distribution Center 1,1540,1047,5.32,1047,5570.04,Fulfilled,493,Partially Filled
151,2024-01-29,P1,Plant A,2913,860,DC2,Distribution Center 2,1006,1006,5.67,1006,5704.0199999999995,Fulfilled,0,Filled
152,2024-01-29,P1,Plant A,2913,0,DC3,Distribution Center 3,1178,860,5.07,860,4360.2,Fulfilled,318,Partially Filled
153,2024-01-29,P2,Plant B,1854,911,DC1,Distribution Center 1,943,943,5.57,943,5252.51,Fulfilled,0,Filled
154,2024-01-29,P2,Plant B,1854,0,DC2,Distribution Center 2,1329,911,5.56,911,5065.16,Fulfilled,418,Partially Filled
155,2024-01-30,P1,Plant A,2314,1507,DC1,Distribution Center 1,807,807,3.84,807,3098.88,Fulfilled,0,Filled
156,2024-01-30,P1,Plant A,2314,769,DC2,Distribution Center 2,738,738,5.65,738,4169.7,Fulfilled,0,Filled
157,2024-01-30,P1,Plant A,2314,0,DC3,Distribution Center 3,1431,769,6.03,769,4637.070000000001,Fulfilled,662,Partially Filled
158,2024-01-30,P2,Plant B,2988,1977,DC1,Distribution Center 1,1011,1011,5.42,1011,5479.62,Fulfilled,0,Filled
159,2024-01-30,P2,Plant B,2988,1315,DC2,Distribution Center 2,662,662,4.96,662,3283.52,Fulfilled,0,Filled
160,2024-01-30,P2,Plant B,2988,486,DC3,Distribution Center 3,829,829,4.25,829,3523.25,Fulfilled,0,Filled
161,2024-01-31,P1,Plant A,2201,1211,DC1,Distribution Center 1,1070,990,4.46,990,4415.4,Fulfilled,80,Partially Filled
162,2024-01-31,P1,Plant A,2201,0,DC2,Distribution Center 2,1213,1211,5.08,1211,6151.88,Fulfilled,2,Partially Filled
163,2024-01-31,P2,Plant B,1777,605,DC1,Distribution Center 1,1172,1172,5.76,1172,6750.719999999999,Fulfilled,0,Filled
164,2024-01-31,P2,Plant B,1777,0,DC2,Distribution Center 2,1129,605,4.73,605,2861.65,Fulfilled,524,Partially Filled
165,2024-02-01,P1,Plant A,2972,2469,DC1,Distribution Center 1,503,503,5.29,503,2660.87,Fulfilled,0,Filled
166,2024-02-01,P1,Plant A,2972,1778,DC2,Distribution Center 2,691,691,5.06,691,3496.4599999999996,Fulfilled,0,Filled
167,2024-02-01,P1,Plant A,2972,482,DC3,Distribution Center 3,1296,1296,4.94,1296,6402.240000000001,Fulfilled,0,Filled
168,2024-02-01,P2,Plant B,1455,195,DC1,Distribution Center 1,1260,1260,6.04,1260,7610.4,Fulfilled,0,Filled
169,2024-02-01,P2,Plant B,1455,0,DC2,Distribution Center 2,1449,195,3.95,195,770.25,Fulfilled,1254,Partially Filled
170,2024-02-02,P1,Plant A,2439,1080,DC1,Distribution Center 1,1451,1359,5.59,1359,7596.8099999999995,Fulfilled,92,Partially Filled
171,2024-02-02,P1,Plant A,2439,341,DC2,Distribution Center 2,739,739,5.83,739,4308.37,Fulfilled,0,Filled
172,2024-02-02,P1,Plant A,2439,0,DC3,Distribution Center 3,885,341,4.39,341,1496.9899999999998,Fulfilled,544,Partially Filled
173,2024-02-02,P2,Plant B,1826,772,DC1,Distribution Center 1,1054,1054,5.67,1054,5976.18,Fulfilled,0,Filled
174,2024-02-02,P2,Plant B,1826,0,DC2,Distribution Center 2,1390,772,6.14,772,4740.08,Fulfilled,618,Partially Filled
175,2024-02-03,P1,Plant A,1778,983,DC1,Distribution Center 1,795,795,5.52,795,4388.4,Fulfilled,0,Filled
176,2024-02-03,P1,Plant A,1778,0,DC2,Distribution Center 2,1168,983,4.96,983,4875.68,Fulfilled,185,Partially Filled
177,2024-02-03,P2,Plant B,2512,1295,DC1,Distribution Center 1,1217,1217,4.46,1217,5427.82,Fulfilled,0,Filled
178,2024-02-03,P2,Plant B,2512,735,DC2,Distribution Center 2,560,560,4.31,560,2413.6,Fulfilled,0,Filled
179,2024-02-03,P2,Plant B,2512,0,DC3,Distribution Center 3,1455,735,4.26,735,3131.1,Fulfilled,720,Partially Filled
180,2024-02-04,P1,Plant A,2327,1669,DC1,Distribution Center 1,658,658,4.53,658,2980.7400000000002,Fulfilled,0,Filled
181,2024-02-04,P1,Plant A,2327,275,DC2,Distribution Center 2,1394,1394,5.12,1394,7137.28,Fulfilled,0,Filled
182,2024-02-04,P1,Plant A,2327,0,DC3,Distribution Center 3,1321,275,6.07,275,1669.25,Fulfilled,1046,Partially Filled
183,2024-02-04,P2,Plant B,1854,440,DC1,Distribution Center 1,1414,1414,5.79,1414,8187.06,Fulfilled,0,Filled
184,2024-02-04,P2,Plant B,1854,0,DC2,Distribution Center 2,1370,440,5.3,440,2332.0,Fulfilled,930,Partially Filled
185,2024-02-05,P1,Plant A,1674,637,DC1,Distribution Center 1,1186,1037,5.92,1037,6139.04,Fulfilled,149,Partially Filled
186,2024-02-05,P1,Plant A,1674,0,DC2,Distribution Center 2,1413,637,5.32,637,3388.84,Fulfilled,776,Partially Filled
187,2024-02-05,P2,Plant B,2576,1864,DC1,Distribution Center 1,712,712,4.46,712,3175.52,Fulfilled,0,Filled
188,2024-02-05,P2,Plant B,2576,1360,DC2,Distribution Center 2,504,504,5.83,504,2938.32,Fulfilled,0,Filled
189,2024-02-05,P2,Plant B,2576,434,DC3,Distribution Center 3,926,926,4.21,926,3898.46,Fulfilled,0,Filled
190,2024-02-06,P1,Plant A,2008,1365,DC1,Distribution Center 1,643,643,4.12,643,2649.16,Fulfilled,0,Filled
191,2024-02-06,P1,Plant A,2008,193,DC2,Distribution Center 2,1369,1172,5.34,1172,6258.48,Fulfilled,197,Partially Filled
192,2024-02-06,P1,Plant A,2008,0,DC3,Distribution Center 3,684,193,4.38,193,845.34,Fulfilled,491,Partially Filled
193,2024-02-06,P2,Plant B,2584,1179,DC1,Distribution Center 1,1506,1405,3.81,1405,5353.05,Fulfilled,101,Partially Filled
194,2024-02-06,P2,Plant B,2584,560,DC2,Distribution Center 2,619,619,5.82,619,3602.5800000000004,Fulfilled,0,Filled
195,2024-02-06,P2,Plant B,2584,45,DC3,Distribution Center 3,515,515,4.47,515,2302.0499999999997,Fulfilled,0,Filled
196,2024-02-07,P1,Plant A,2532,1558,DC1,Distribution Center 1,974,974,5.71,974,5561.54,Fulfilled,0,Filled
197,2024-02-07,P1,Plant A,2532,930,DC2,Distribution Center 2,628,628,6.05,628,3799.4,Fulfilled,0,Filled
198,2024-02-07,P1,Plant A,2532,92,DC3,Distribution Center 3,838,838,3.99,838,3343.6200000000003,Fulfilled,0,Filled
199,2024-02-07,P2,Plant B,2690,1507,DC1,Distribution Center 1,1183,1183,4.44,1183,5252.52,Fulfilled,0,Filled
200,2024-02-07,P2,Plant B,2690,764,DC2,Distribution Center 2,743,743,4.64,743,3447.52,Fulfilled,0,Filled
201,2024-02-07,P2,Plant B,2690,0,DC3,Distribution Center 3,1361,764,5.38,764,4110.32,Partially Fulfilled,597,Partially Filled
202,2024-02-08,P1,Plant A,1202,125,DC1,Distribution Center 1,1077,1077,5.44,1077,5858.88,Fulfilled,0,Filled
203,2024-02-08,P1,Plant A,1202,0,DC2,Distribution Center 2,825,125,5.32,125,665.0,Fulfilled,700,Partially Filled
204,2024-02-08,P2,Plant B,1411,736,DC1,Distribution Center 1,675,675,4.62,675,3118.5,Fulfilled,0,Filled
205,2024-02-08,P2,Plant B,1411,0,DC2,Distribution Center 2,1211,736,4.09,736,3010.24,Fulfilled,475,Partially Filled
