Order_ID,Date,Plant_ID,Plant_Name,Plant_Capacity,Remaining Inventory level,Distribution_Center_ID,Distribution_Center_Name,Demand,Supply,Unit_Cost,Quantity_Shipped,Shipping_Cost,Fulfillment_Status,Demand_Surplus,Demand_Surplus_Status
33,2024-01-06,P1,Plant A,3622.7634900000003,0.0,DC3,Distribution Center 3,1425,994.7634900000003,5.36,994.7634900000003,5331.932306400002,Partially Fulfilled,430.2365099999997,Partially Filled
34,2024-01-06,P2,Plant B,3741.67213,2586.67213,DC1,Distribution Center 1,1155,1155.0,4.78,1155.0,5520.900000000001,Fulfilled,0.0,Filled
35,2024-01-06,P2,Plant B,3741.67213,1347.67213,DC2,Distribution Center 2,1239,1239.0,5.29,1239.0,6554.31,Fulfilled,0.0,Filled
36,2024-01-06,P2,Plant B,3741.67213,231.67212999999992,DC3,Distribution Center 3,1116,1116.0,5.33,1116.0,5948.28,Fulfilled,0.0,Filled
37,2024-01-07,P1,Plant A,2513.7634900000003,1646.7634900000003,DC1,Distribution Center 1,867,867.0,4.32,867.0,3745.44,Fulfilled,0.0,Filled
38,2024-01-07,P1,Plant A,2513.7634900000003,430.7634900000003,DC2,Distribution Center 2,1216,1216.0,5.28,1216.0,6420.4800000000005,Fulfilled,0.0,Filled
39,2024-01-07,P1,Plant A,2513.7634900000003,0.0,DC3,Distribution Center 3,1094,430.7634900000003,4.34,430.7634900000003,1869.513546600001,Fulfilled,663.2365099999997,Partially Filled
40,2024-01-07,P2,Plant B,3218.67213,2133.67213,DC1,Distribution Center 1,1085,1085.0,4.11,1085.0,4459.35,Fulfilled,0.0,Filled
41,2024-01-07,P2,Plant B,3218.67213,1060.67213,DC2,Distribution Center 2,1073,1073.0,3.65,1073.0,3916.45,Fulfilled,0.0,Filled
42,2024-01-07,P2,Plant B,3218.67213,0.0,DC3,Distribution Center 3,1450,1060.67213,4.32,1060.67213,4582.1036016,Fulfilled,389.3278700000001,Partially Filled
43,2024-01-08,P1,Plant A,3978.7634900000003,3354.7634900000003,DC1,Distribution Center 1,624,624.0,4.14,624.0,2583.3599999999997,Fulfilled,0.0,Filled
44,2024-01-08,P1,Plant A,3978.7634900000003,2686.7634900000003,DC2,Distribution Center 2,668,668.0,5.44,668.0,3633.92,Fulfilled,0.0,Filled
45,2024-01-08,P1,Plant A,3978.7634900000003,1467.7634900000003,DC3,Distribution Center 3,1219,1219.0,4.72,1219.0,5753.679999999999,Fulfilled,0.0,Filled
46,2024-01-08,P2,Plant B,3996.67213,2721.67213,DC1,Distribution Center 1,1275,1275.0,5.51,1275.0,7025.25,Fulfilled,0.0,Filled
47,2024-01-08,P2,Plant B,3996.67213,1668.67213,DC2,Distribution Center 2,1196,1053.0,4.15,1053.0,4369.950000000001,Fulfilled,143.0,Partially Filled
48,2024-01-08,P2,Plant B,3996.67213,540.6721299999999,DC3,Distribution Center 3,1420,1128.0,4.67,1128.0,5267.76,Fulfilled,292.0,Partially Filled
49,2024-01-09,P1,Plant A,2920.7634900000003,2197.7634900000003,DC1,Distribution Center 1,723,723.0,4.59,723.0,3318.5699999999997,Fulfilled,0.0,Filled
50,2024-01-09,P1,Plant A,2920.7634900000003,1289.7634900000003,DC2,Distribution Center 2,908,908.0,5.2,908.0,4721.6,Fulfilled,0.0,Filled
51,2024-01-09,P1,Plant A,2920.7634900000003,446.7634900000003,DC3,Distribution Center 3,843,843.0,4.69,843.0,3953.6700000000005,Fulfilled,0.0,Filled
52,2024-01-09,P2,Plant B,2851.67213,2315.67213,DC1,Distribution Center 1,536,536.0,5.89,536.0,3157.04,Fulfilled,0.0,Filled
53,2024-01-09,P2,Plant B,2851.67213,1136.67213,DC2,Distribution Center 2,1382,1179.0,4.38,1179.0,5164.0199999999995,Fulfilled,203.0,Partially Filled
54,2024-01-09,P2,Plant B,2851.67213,646.6721299999999,DC3,Distribution Center 3,490,490.0,5.57,490.0,2729.3,Fulfilled,0.0,Filled
55,2024-01-10,P1,Plant A,2525.7634900000003,1608.7634900000003,DC1,Distribution Center 1,917,917.0,4.71,917.0,4319.07,Fulfilled,0.0,Filled
56,2024-01-10,P1,Plant A,2525.7634900000003,383.7634900000003,DC2,Distribution Center 2,1225,1225.0,4.26,1225.0,5218.5,Fulfilled,0.0,Filled
57,2024-01-10,P1,Plant A,2525.7634900000003,0.0,DC3,Distribution Center 3,943,383.7634900000003,4.75,383.7634900000003,1822.8765775000013,Fulfilled,559.2365099999997,Partially Filled
58,2024-01-10,P2,Plant B,3284.67213,2651.67213,DC1,Distribution Center 1,633,633.0,4.1,633.0,2595.2999999999997,Fulfilled,0.0,Filled
59,2024-01-10,P2,Plant B,3284.67213,1529.67213,DC2,Distribution Center 2,1385,1122.0,5.56,1122.0,6238.32,Fulfilled,263.0,Partially Filled
60,2024-01-10,P2,Plant B,3284.67213,664.6721299999999,DC3,Distribution Center 3,865,865.0,4.24,865.0,3667.6000000000004,Fulfilled,0.0,Filled
61,2024-01-11,P1,Plant A,3494.7634900000003,2149.7634900000003,DC1,Distribution Center 1,1345,1345.0,4.22,1345.0,5675.9,Fulfilled,0.0,Filled
62,2024-01-11,P1,Plant A,3494.7634900000003,779.7634900000003,DC2,Distribution Center 2,1412,1370.0,4.31,1370.0,5904.7,Fulfilled,42.0,Partially Filled
63,2024-01-11,P1,Plant A,3494.7634900000003,0.0,DC3,Distribution Center 3,1349,779.7634900000003,4.04,779.7634900000003,3150.2444996000013,Fulfilled,569.2365099999997,Partially Filled
64,2024-01-11,P2,Plant B,2522.67213,1001.6721299999999,DC1,Distribution Center 1,1521,1521.0,4.62,1521.0,7027.02,Fulfilled,0.0,Filled
65,2024-01-11,P2,Plant B,2522.67213,0.0,DC2,Distribution Center 2,1016,1001.6721299999999,5.03,1001.6721299999999,5038.4108139,Fulfilled,14.327870000000075,Partially Filled
66,2024-01-12,P1,Plant A,3359.7634900000003,2602.7634900000003,DC1,Distribution Center 1,757,757.0,6.16,757.0,4663.12,Fulfilled,0.0,Filled
67,2024-01-12,P1,Plant A,3359.7634900000003,1194.7634900000003,DC2,Distribution Center 2,1555,1408.0,5.75,1408.0,8096.0,Fulfilled,147.0,Partially Filled
68,2024-01-12,P1,Plant A,3359.7634900000003,98.76349000000027,DC3,Distribution Center 3,1152,1096.0,5.05,1096.0,5534.8,Fulfilled,56.0,Partially Filled
69,2024-01-12,P2,Plant B,2880.67213,1850.67213,DC1,Distribution Center 1,1030,1030.0,4.72,1030.0,4861.599999999999,Fulfilled,0.0,Filled
70,2024-01-12,P2,Plant B,2880.67213,1210.67213,DC2,Distribution Center 2,640,640.0,4.96,640.0,3174.4,Fulfilled,0.0,Filled
71,2024-01-12,P2,Plant B,2880.67213,614.6721299999999,DC3,Distribution Center 3,596,596.0,4.67,596.0,2783.32,Fulfilled,0.0,Filled
72,2024-01-13,P1,Plant A,3522.7634900000003,2720.7634900000003,DC1,Distribution Center 1,802,802.0,4.07,802.0,3264.1400000000003,Fulfilled,0.0,Filled
73,2024-01-13,P1,Plant A,3522.7634900000003,1483.7634900000003,DC2,Distribution Center 2,1379,1237.0,4.16,1237.0,5145.92,Fulfilled,142.0,Partially Filled
74,2024-01-13,P1,Plant A,3522.7634900000003,78.76349000000027,DC3,Distribution Center 3,1405,1405.0,4.05,1405.0,5690.25,Fulfilled,0.0,Filled
75,2024-01-13,P2,Plant B,3558.67213,2179.67213,DC1,Distribution Center 1,1379,1058.0,5.69,1379.0,7846.51,Fulfilled,0.0,Filled
76,2024-01-13,P2,Plant B,3558.67213,1117.67213,DC2,Distribution Center 2,1062,1062.0,5.1,1062.0,5416.2,Fulfilled,0.0,Filled
77,2024-01-13,P2,Plant B,3558.67213,0.0,DC3,Distribution Center 3,1452,1117.67213,5.71,1117.67213,6381.9078623,Fulfilled,334.3278700000001,Partially Filled
78,2024-01-14,P1,Plant A,2511.7634900000003,1807.7634900000003,DC1,Distribution Center 1,704,704.0,5.95,704.0,4188.8,Fulfilled,0.0,Filled
79,2024-01-14,P1,Plant A,2511.7634900000003,840.7634900000003,DC2,Distribution Center 2,967,967.0,4.72,967.0,4564.24,Fulfilled,0.0,Filled
80,2024-01-14,P1,Plant A,2511.7634900000003,0.0,DC3,Distribution Center 3,1104,840.7634900000003,5.36,840.7634900000003,4506.492306400001,Fulfilled,263.2365099999997,Partially Filled
81,2024-01-14,P2,Plant B,2281.67213,1197.67213,DC1,Distribution Center 1,1084,1084.0,5.08,1084.0,5506.72,Fulfilled,0.0,Filled
82,2024-01-14,P2,Plant B,2281.67213,146.67212999999992,DC2,Distribution Center 2,1051,1051.0,4.65,1051.0,4887.150000000001,Fulfilled,0.0,Filled
83,2024-01-14,P2,Plant B,2281.67213,0.0,DC3,Distribution Center 3,1189,146.67212999999992,5.37,146.67212999999992,787.6293380999996,Fulfilled,1042.32787,Partially Filled
84,2024-01-15,P1,Plant A,2885.7634900000003,1971.7634900000003,DC1,Distribution Center 1,914,914.0,5.51,914.0,5036.139999999999,Fulfilled,0.0,Filled
85,2024-01-15,P1,Plant A,2885.7634900000003,794.7634900000003,DC2,Distribution Center 2,1329,1177.0,4.5,1177.0,5296.5,Fulfilled,152.0,Partially Filled
86,2024-01-15,P1,Plant A,2885.7634900000003,0.0,DC3,Distribution Center 3,1509,794.7634900000003,3.98,794.7634900000003,3163.1586902000013,Fulfilled,714.2365099999997,Partially Filled
87,2024-01-15,P2,Plant B,3525.67213,2914.67213,DC1,Distribution Center 1,611,611.0,5.03,611.0,3073.33,Fulfilled,0.0,Filled
88,2024-01-15,P2,Plant B,3525.67213,1989.67213,DC2,Distribution Center 2,925,925.0,5.01,925.0,4634.25,Fulfilled,0.0,Filled
89,2024-01-15,P2,Plant B,3525.67213,1213.67213,DC3,Distribution Center 3,776,776.0,4.87,776.0,3779.12,Fulfilled,0.0,Filled
90,2024-01-16,P1,Plant A,3681.7634900000003,2540.7634900000003,DC1,Distribution Center 1,1256,1141.0,5.41,1141.0,6172.81,Fulfilled,115.0,Partially Filled
91,2024-01-16,P1,Plant A,3681.7634900000003,1138.7634900000003,DC2,Distribution Center 2,1402,1402.0,5.8,1402.0,8131.599999999999,Fulfilled,0.0,Filled
92,2024-01-16,P1,Plant A,3681.7634900000003,332.7634900000003,DC3,Distribution Center 3,806,806.0,5.6,806.0,4513.599999999999,Fulfilled,0.0,Filled
93,2024-01-16,P2,Plant B,2807.67213,1906.67213,DC1,Distribution Center 1,901,901.0,5.41,901.0,4874.41,Fulfilled,0.0,Filled
94,2024-01-16,P2,Plant B,2807.67213,693.6721299999999,DC2,Distribution Center 2,1467,1213.0,4.33,1213.0,5252.29,Fulfilled,254.0,Partially Filled
95,2024-01-16,P2,Plant B,2807.67213,0.0,DC3,Distribution Center 3,929,693.6721299999999,3.96,693.6721299999999,2746.9416347999995,Fulfilled,235.32787000000008,Partially Filled
96,2024-01-17,P1,Plant A,3596.7634900000003,2698.7634900000003,DC1,Distribution Center 1,898,898.0,5.24,898.0,4705.52,Fulfilled,0.0,Filled
97,2024-01-17,P1,Plant A,3596.7634900000003,1239.7634900000003,DC2,Distribution Center 2,1459,1459.0,6.08,1459.0,8870.72,Fulfilled,0.0,Filled
98,2024-01-17,P1,Plant A,3596.7634900000003,116.76349000000027,DC3,Distribution Center 3,1123,1123.0,4.55,1123.0,5109.65,Fulfilled,0.0,Filled
99,2024-01-17,P2,Plant B,2940.67213,2292.67213,DC1,Distribution Center 1,648,648.0,5.38,648.0,3486.24,Fulfilled,0.0,Filled
100,2024-01-17,P2,Plant B,2940.67213,1210.67213,DC2,Distribution Center 2,1082,1082.0,5.26,1082.0,5691.32,Fulfilled,0.0,Filled
101,2024-01-17,P2,Plant B,2940.67213,404.6721299999999,DC3,Distribution Center 3,806,806.0,5.27,806.0,4247.62,Fulfilled,0.0,Filled
102,2024-01-18,P1,Plant A,3947.7634900000003,2880.7634900000003,DC1,Distribution Center 1,1266,1067.0,4.77,1067.0,5089.589999999999,Fulfilled,199.0,Partially Filled
103,2024-01-18,P1,Plant A,3947.7634900000003,2401.7634900000003,DC2,Distribution Center 2,479,479.0,4.61,479.0,2208.19,Fulfilled,0.0,Filled
104,2024-01-18,P1,Plant A,3947.7634900000003,1409.7634900000003,DC3,Distribution Center 3,992,992.0,4.07,992.0,4037.4400000000005,Fulfilled,0.0,Filled
105,2024-01-18,P2,Plant B,3706.67213,2681.67213,DC1,Distribution Center 1,1025,1025.0,5.03,1025.0,5155.75,Fulfilled,0.0,Filled
106,2024-01-18,P2,Plant B,3706.67213,2154.67213,DC2,Distribution Center 2,527,527.0,4.49,527.0,2366.23,Fulfilled,0.0,Filled
107,2024-01-18,P2,Plant B,3706.67213,1094.67213,DC3,Distribution Center 3,1060,1060.0,5.39,1060.0,5713.4,Fulfilled,0.0,Filled
108,2024-01-19,P1,Plant A,3307.7634900000003,2522.7634900000003,DC1,Distribution Center 1,785,785.0,3.96,785.0,3108.6,Fulfilled,0.0,Filled
109,2024-01-19,P1,Plant A,3307.7634900000003,1240.7634900000003,DC2,Distribution Center 2,1282,1282.0,4.05,1282.0,5192.099999999999,Fulfilled,0.0,Filled
110,2024-01-19,P1,Plant A,3307.7634900000003,562.7634900000003,DC3,Distribution Center 3,678,678.0,5.24,678.0,3552.7200000000003,Fulfilled,0.0,Filled
111,2024-01-19,P2,Plant B,3559.67213,2814.67213,DC1,Distribution Center 1,745,745.0,4.84,745.0,3605.7999999999997,Fulfilled,0.0,Filled
112,2024-01-19,P2,Plant B,3559.67213,1628.67213,DC2,Distribution Center 2,1186,1186.0,5.13,1186.0,6084.18,Fulfilled,0.0,Filled
113,2024-01-19,P2,Plant B,3559.67213,700.6721299999999,DC3,Distribution Center 3,928,928.0,4.83,928.0,4482.24,Fulfilled,0.0,Filled
114,2024-01-20,P1,Plant A,3885.7634900000003,2763.7634900000003,DC1,Distribution Center 1,1122,1122.0,4.98,1122.0,5587.56,Fulfilled,0.0,Filled
115,2024-01-20,P1,Plant A,3885.7634900000003,1756.7634900000003,DC2,Distribution Center 2,1007,1007.0,6.0,1007.0,6042.0,Fulfilled,0.0,Filled
116,2024-01-20,P1,Plant A,3885.7634900000003,1248.7634900000003,DC3,Distribution Center 3,508,508.0,4.63,508.0,2352.04,Fulfilled,0.0,Filled
117,2024-01-20,P2,Plant B,3512.67213,2217.67213,DC1,Distribution Center 1,1295,1295.0,5.64,1295.0,7303.799999999999,Fulfilled,0.0,Filled
118,2024-01-20,P2,Plant B,3512.67213,1302.67213,DC2,Distribution Center 2,915,915.0,5.28,915.0,4831.2,Fulfilled,0.0,Filled
119,2024-01-20,P2,Plant B,3512.67213,247.67212999999992,DC3,Distribution Center 3,1055,1055.0,4.76,1055.0,5021.8,Fulfilled,0.0,Filled
120,2024-01-21,P1,Plant A,2575.7634900000003,1533.7634900000003,DC1,Distribution Center 1,1042,1042.0,4.78,1042.0,4980.76,Fulfilled,0.0,Filled
121,2024-01-21,P1,Plant A,2575.7634900000003,882.7634900000003,DC2,Distribution Center 2,651,651.0,4.16,651.0,2708.1600000000003,Fulfilled,0.0,Filled
122,2024-01-21,P1,Plant A,2575.7634900000003,0.0,DC3,Distribution Center 3,1266,882.7634900000003,4.35,882.7634900000003,3840.0211815000007,Fulfilled,383.2365099999997,Partially Filled
123,2024-01-21,P2,Plant B,2963.67213,1427.67213,DC1,Distribution Center 1,1536,1536.0,4.36,1536.0,6696.960000000001,Fulfilled,0.0,Filled
124,2024-01-21,P2,Plant B,2963.67213,24.672129999999925,DC2,Distribution Center 2,1403,1403.0,5.02,1403.0,7043.0599999999995,Fulfilled,0.0,Filled
125,2024-01-21,P2,Plant B,2963.67213,0.0,DC3,Distribution Center 3,1065,24.672129999999925,3.66,24.672129999999925,90.29999579999972,Fulfilled,1040.32787,Partially Filled
126,2024-01-22,P1,Plant A,3378.7634900000003,2001.7634900000003,DC1,Distribution Center 1,1384,1377.0,4.55,1377.0,6265.349999999999,Fulfilled,7.0,Partially Filled
127,2024-01-22,P1,Plant A,3378.7634900000003,928.7634900000003,DC2,Distribution Center 2,1073,1073.0,5.63,1073.0,6040.99,Fulfilled,0.0,Filled
128,2024-01-22,P1,Plant A,3378.7634900000003,8.763490000000274,DC3,Distribution Center 3,920,920.0,4.68,920.0,4305.599999999999,Fulfilled,0.0,Filled
129,2024-01-22,P2,Plant B,3912.67213,2504.67213,DC1,Distribution Center 1,1408,1408.0,5.78,1408.0,8138.240000000001,Fulfilled,0.0,Filled
130,2024-01-22,P2,Plant B,3912.67213,1169.67213,DC2,Distribution Center 2,1335,1335.0,5.96,1335.0,7956.6,Fulfilled,0.0,Filled
131,2024-01-22,P2,Plant B,3912.67213,121.67212999999992,DC3,Distribution Center 3,1298,1048.0,4.02,1048.0,4212.959999999999,Fulfilled,250.0,Partially Filled
132,2024-01-23,P1,Plant A,3251.7634900000003,1873.7634900000003,DC1,Distribution Center 1,1378,1378.0,4.33,1378.0,5966.74,Fulfilled,0.0,Filled
133,2024-01-23,P1,Plant A,3251.7634900000003,1357.7634900000003,DC2,Distribution Center 2,516,516.0,5.22,516.0,2693.52,Fulfilled,0.0,Filled
134,2024-01-23,P1,Plant A,3251.7634900000003,0.0,DC3,Distribution Center 3,1376,1357.7634900000003,5.42,1357.7634900000003,7359.078115800002,Fulfilled,18.236509999999726,Partially Filled
135,2024-01-23,P2,Plant B,3833.67213,3186.67213,DC1,Distribution Center 1,647,647.0,3.99,647.0,2581.53,Fulfilled,0.0,Filled
136,2024-01-23,P2,Plant B,3833.67213,2403.67213,DC2,Distribution Center 2,783,783.0,4.29,783.0,3359.07,Fulfilled,0.0,Filled
137,2024-01-23,P2,Plant B,3833.67213,1673.67213,DC3,Distribution Center 3,730,730.0,4.92,730.0,3591.6,Fulfilled,0.0,Filled
138,2024-01-24,P1,Plant A,2566.7634900000003,1116.7634900000003,DC1,Distribution Center 1,1450,1450.0,5.75,1450.0,8337.5,Fulfilled,0.0,Filled
139,2024-01-24,P1,Plant A,2566.7634900000003,0.0,DC2,Distribution Center 2,1394,1116.7634900000003,5.77,1116.7634900000003,6443.725337300001,Fulfilled,277.2365099999997,Partially Filled
140,2024-01-24,P2,Plant B,2608.67213,2051.67213,DC1,Distribution Center 1,557,557.0,4.43,557.0,2467.5099999999998,Fulfilled,0.0,Filled
141,2024-01-24,P2,Plant B,2608.67213,977.6721299999999,DC2,Distribution Center 2,1074,1074.0,6.13,1074.0,6583.62,Fulfilled,0.0,Filled
142,2024-01-24,P2,Plant B,2608.67213,0.0,DC3,Distribution Center 3,1165,977.6721299999999,4.94,977.6721299999999,4829.7003222,Fulfilled,187.32787000000008,Partially Filled
143,2024-01-25,P1,Plant A,4016.7634900000003,3269.7634900000003,DC1,Distribution Center 1,747,747.0,5.92,747.0,4422.24,Fulfilled,0.0,Filled
144,2024-01-25,P1,Plant A,4016.7634900000003,2512.7634900000003,DC2,Distribution Center 2,757,757.0,6.04,757.0,4572.28,Fulfilled,0.0,Filled
145,2024-01-25,P1,Plant A,4016.7634900000003,1760.7634900000003,DC3,Distribution Center 3,752,752.0,5.04,752.0,3790.08,Fulfilled,0.0,Filled
146,2024-01-25,P2,Plant B,4095.67213,3061.67213,DC1,Distribution Center 1,1034,1034.0,4.62,1034.0,4777.08,Fulfilled,0.0,Filled
147,2024-01-25,P2,Plant B,4095.67213,2025.67213,DC2,Distribution Center 2,1036,1036.0,4.51,1036.0,4672.36,Fulfilled,0.0,Filled
148,2024-01-25,P2,Plant B,4095.67213,1203.67213,DC3,Distribution Center 3,822,822.0,5.4,822.0,4438.8,Fulfilled,0.0,Filled
149,2024-01-26,P1,Plant A,4185.76349,3626.7634900000003,DC1,Distribution Center 1,559,559.0,4.03,559.0,2252.77,Fulfilled,0.0,Filled
150,2024-01-26,P1,Plant A,4185.76349,2852.7634900000003,DC2,Distribution Center 2,774,774.0,4.14,774.0,3204.3599999999997,Fulfilled,0.0,Filled
151,2024-01-26,P1,Plant A,4185.76349,1856.7634900000003,DC3,Distribution Center 3,1473,996.0,5.49,996.0,5468.04,Fulfilled,477.0,Partially Filled
152,2024-01-26,P2,Plant B,3533.67213,2507.67213,DC1,Distribution Center 1,1026,1026.0,5.0,1026.0,5130.0,Fulfilled,0.0,Filled
153,2024-01-26,P2,Plant B,3533.67213,1249.67213,DC2,Distribution Center 2,1258,1258.0,5.35,1258.0,6730.299999999999,Fulfilled,0.0,Filled
154,2024-01-26,P2,Plant B,3533.67213,110.67212999999992,DC3,Distribution Center 3,1139,1139.0,4.59,1139.0,5228.01,Fulfilled,0.0,Filled
155,2024-01-27,P1,Plant A,3901.7634900000003,3077.7634900000003,DC1,Distribution Center 1,824,824.0,4.96,824.0,4087.04,Fulfilled,0.0,Filled
156,2024-01-27,P1,Plant A,3901.7634900000003,1830.7634900000003,DC2,Distribution Center 2,1247,1247.0,4.26,1247.0,5312.219999999999,Fulfilled,0.0,Filled
157,2024-01-27,P1,Plant A,3901.7634900000003,1041.7634900000003,DC3,Distribution Center 3,789,789.0,3.99,789.0,3148.11,Fulfilled,0.0,Filled
158,2024-01-27,P2,Plant B,3137.67213,2437.67213,DC1,Distribution Center 1,700,700.0,4.09,700.0,2863.0,Fulfilled,0.0,Filled
159,2024-01-27,P2,Plant B,3137.67213,1446.67213,DC2,Distribution Center 2,991,991.0,4.96,991.0,4915.36,Fulfilled,0.0,Filled
160,2024-01-27,P2,Plant B,3137.67213,857.6721299999999,DC3,Distribution Center 3,589,589.0,5.76,589.0,3392.64,Fulfilled,0.0,Filled
161,2024-01-28,P1,Plant A,3296.7634900000003,2587.7634900000003,DC1,Distribution Center 1,709,709.0,4.57,709.0,3240.13,Fulfilled,0.0,Filled
162,2024-01-28,P1,Plant A,3296.7634900000003,1649.7634900000003,DC2,Distribution Center 2,938,938.0,4.57,938.0,4286.66,Fulfilled,0.0,Filled
163,2024-01-28,P1,Plant A,3296.7634900000003,635.7634900000003,DC3,Distribution Center 3,1014,1014.0,4.98,1014.0,5049.72,Fulfilled,0.0,Filled
164,2024-01-28,P2,Plant B,3487.67213,2727.67213,DC1,Distribution Center 1,760,760.0,5.09,760.0,3868.4,Fulfilled,0.0,Filled
